World(robot=Robot(position=Point(x=761.0, y=469.5), angle=0.4787218193219731), goal=Point(x=719.927659372434, y=512.9685437804677), obstacles=[[Point(x=392, y=100), Point(x=397, y=545), Point(x=649, y=551), Point(x=644, y=106)]])
[Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)]
{1.2529656887054443: (Robot(position=Point(x=43.0, y=283.5), angle=1.632446608941419), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[8], right=[-10]), [Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.40301513671875: (Robot(position=Point(x=400.0, y=475.5), angle=0.12297185460792281), MotorSpeed(left=100, right=100), MotorSpeed(left=[94], right=[101]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.56226325035095: (Robot(position=Point(x=400.0, y=480.0), angle=0.1355276922391484), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[42], right=[-4]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.71103811264038: (Robot(position=Point(x=400.5, y=485.5), angle=0.11315097610221603), MotorSpeed(left=100, right=100), MotorSpeed(left=[78], right=[30]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.8394136428833: (Robot(position=Point(x=399.5, y=488.5), angle=0.06807651321159103), MotorSpeed(left=100, right=100), MotorSpeed(left=[100], right=[81]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{38.996034145355225: (Robot(position=Point(x=400.0, y=493.5), angle=0.0784901003049443), MotorSpeed(left=100, right=100), MotorSpeed(left=[111], right=[124]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{39.11458969116211: (Robot(position=Point(x=400.5, y=499.0), angle=0.0561207155393193), MotorSpeed(left=100, right=100), MotorSpeed(left=[112], right=[94]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{39.23535442352295: (Robot(position=Point(x=401.0, y=504.5), angle=0.0784901003049443), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[106], right=[80]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{39.36300992965698: (Robot(position=Point(x=401.5, y=507.5), angle=0.06807651321159103), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[48], right=[-16]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{39.5154767036438: (Robot(position=Point(x=400.5, y=509.5), angle=0.022723398606641076), MotorSpeed(left=100, right=100), MotorSpeed(left=[89], right=[40]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{39.6521852016449: (Robot(position=Point(x=399.0, y=510.5), angle=-0.011235453684466101), MotorSpeed(left=100, right=100), MotorSpeed(left=[95], right=[74]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{39.772225856781006: (Robot(position=Point(x=399.0, y=515.5), angle=-0.011235453684466101), MotorSpeed(left=100, right=100), MotorSpeed(left=[83], right=[100]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{39.913596391677856: (Robot(position=Point(x=398.5, y=520.0), angle=-0.03369507988228104), MotorSpeed(left=100, right=100), MotorSpeed(left=[98], right=[89]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{40.07087445259094: (Robot(position=Point(x=397.5, y=526.0), angle=-0.03369507988228104), MotorSpeed(left=100, right=100), MotorSpeed(left=[98], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{40.22527241706848: (Robot(position=Point(x=397.5, y=532.5), angle=-0.06807646950020096), MotorSpeed(left=100, right=100), MotorSpeed(left=[102], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{40.38935947418213: (Robot(position=Point(x=397.5, y=538.0), angle=-0.03369507988228104), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[102], right=[138]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{40.51371741294861: (Robot(position=Point(x=397.5, y=544.5), angle=-0.022723354895251013), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-18], right=[52]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{40.67035150527954: (Robot(position=Point(x=397.5, y=546.0), angle=0.011235497395856164), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-35], right=[50]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{40.82947015762329: (Robot(position=Point(x=399.0, y=547.0), angle=0.04542329112754562), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-44], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{40.98136258125305: (Robot(position=Point(x=400.5, y=547.0), angle=0.08028682271705367), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-46], right=[57]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{41.12258958816528: (Robot(position=Point(x=402.0, y=547.0), angle=0.1355276922391484), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-47], right=[56]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{41.25681972503662: (Robot(position=Point(x=402.5, y=547.5), angle=0.18394347230659225), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-48], right=[58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{41.38053345680237: (Robot(position=Point(x=403.5, y=548.0), angle=0.24220856229530074), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-50], right=[56]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{41.507444620132446: (Robot(position=Point(x=405.0, y=548.0), angle=0.27829965154395797), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-51], right=[57]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{41.634817600250244: (Robot(position=Point(x=406.0, y=548.5), angle=0.2925617317365239), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-48], right=[48]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{41.784130573272705: (Robot(position=Point(x=407.0, y=548.0), angle=0.3507279972241948), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-47], right=[53]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{41.91237807273865: (Robot(position=Point(x=408.5, y=547.5), angle=0.4018705705808232), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-45], right=[57]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.04479217529297: (Robot(position=Point(x=408.5, y=545.5), angle=0.43240769902930953), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-49], right=[58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.17316699028015: (Robot(position=Point(x=409.5, y=545.0), angle=0.489283047120435), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-50], right=[55]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.303521156311035: (Robot(position=Point(x=410.5, y=545.0), angle=0.5205808500455449), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-50], right=[54]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.430577516555786: (Robot(position=Point(x=412.0, y=544.0), angle=0.588002643983228), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-53], right=[76]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.57528591156006: (Robot(position=Point(x=412.5, y=544.5), angle=0.601073704163892), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-51], right=[58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.70689249038696: (Robot(position=Point(x=414.0, y=543.5), angle=0.6692565302060673), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-46], right=[60]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.83811616897583: (Robot(position=Point(x=415.0, y=543.5), angle=0.7354397396253178), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-47], right=[58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{42.9731764793396: (Robot(position=Point(x=416.0, y=543.5), angle=0.8020633081601689), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-50], right=[71]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{43.11304259300232: (Robot(position=Point(x=416.5, y=542.5), angle=0.8362018684552739), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-50], right=[40]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{43.243159532547: (Robot(position=Point(x=417.5, y=542.0), angle=0.8867445806668828), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-52], right=[46]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{43.3776113986969: (Robot(position=Point(x=418.0, y=540.5), angle=0.9393428186582158), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-47], right=[46]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{43.53882455825806: (Robot(position=Point(x=419.5, y=540.0), angle=0.9928943733380864), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-50], right=[66]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{43.686453104019165: (Robot(position=Point(x=420.5, y=539.5), angle=1.0427218298123906), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-48], right=[45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{43.815847635269165: (Robot(position=Point(x=421.0, y=538.0), angle=1.0963964084790776), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-46], right=[30]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{43.96816921234131: (Robot(position=Point(x=421.5, y=537.0), angle=1.1341691831754277), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-49], right=[45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{44.10318183898926: (Robot(position=Point(x=423.5, y=536.5), angle=1.2261489252255986), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-51], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{44.23114037513733: (Robot(position=Point(x=423.5, y=535.5), angle=1.272297225396497), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-49], right=[53]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{44.3560733795166: (Robot(position=Point(x=425.0, y=536.5), angle=1.3109820703672002), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-49], right=[77]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{44.469011306762695: (Robot(position=Point(x=426.5, y=535.0), angle=1.363922439019544), MotorSpeed(left=100, right=100), MotorSpeed(left=[-40], right=[63]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{44.61691212654114: (Robot(position=Point(x=428.0, y=534.5), angle=1.3876856187985966), MotorSpeed(left=100, right=100), MotorSpeed(left=[79], right=[93]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{44.75839948654175: (Robot(position=Point(x=432.5, y=535.5), angle=1.397550664346082), MotorSpeed(left=100, right=100), MotorSpeed(left=[82], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{44.9071102142334: (Robot(position=Point(x=437.5, y=536.0), angle=1.4116595606015752), MotorSpeed(left=100, right=100), MotorSpeed(left=[100], right=[93]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.04045248031616: (Robot(position=Point(x=443.5, y=537.0), angle=1.4116595606015752), MotorSpeed(left=100, right=100), MotorSpeed(left=[100], right=[104]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.17332720756531: (Robot(position=Point(x=450.0, y=539.5), angle=1.435819707314832), MotorSpeed(left=100, right=100), MotorSpeed(left=[84], right=[105]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.324220180511475: (Robot(position=Point(x=454.5, y=540.0), angle=1.4116595606015752), MotorSpeed(left=100, right=100), MotorSpeed(left=[98], right=[94]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.44799327850342: (Robot(position=Point(x=460.5, y=542.0), angle=1.4116595606015752), MotorSpeed(left=100, right=100), MotorSpeed(left=[92], right=[85]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.586830139160156: (Robot(position=Point(x=466.0, y=544.0), angle=1.4219063142942021), MotorSpeed(left=100, right=100), MotorSpeed(left=[89], right=[102]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.724462032318115: (Robot(position=Point(x=472.0, y=545.5), angle=1.435819707314832), MotorSpeed(left=100, right=100), MotorSpeed(left=[91], right=[94]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.86323595046997: (Robot(position=Point(x=477.0, y=546.0), angle=1.4219063142942021), MotorSpeed(left=100, right=100), MotorSpeed(left=[89], right=[101]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{45.996257066726685: (Robot(position=Point(x=480.0, y=546.5), angle=1.3876856187985966), MotorSpeed(left=100, right=100), MotorSpeed(left=[101], right=[118]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{46.126726150512695: (Robot(position=Point(x=485.5, y=548.5), angle=1.4254864076779912), MotorSpeed(left=100, right=100), MotorSpeed(left=[97], right=[102]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{46.281962871551514: (Robot(position=Point(x=491.0, y=549.5), angle=1.3876856187985966), MotorSpeed(left=100, right=100), MotorSpeed(left=[94], right=[102]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{46.411702394485474: (Robot(position=Point(x=497.5, y=550.5), angle=1.4254864076779912), MotorSpeed(left=100, right=100), MotorSpeed(left=[91], right=[87]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{46.537259101867676: (Robot(position=Point(x=503.5, y=552.0), angle=1.4116595606015752), MotorSpeed(left=100, right=100), MotorSpeed(left=[88], right=[96]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{46.69278264045715: (Robot(position=Point(x=509.5, y=553.5), angle=1.4254864076779912), MotorSpeed(left=100, right=100), MotorSpeed(left=[92], right=[77]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{46.84396314620972: (Robot(position=Point(x=514.5, y=554.5), angle=1.4254864076779912), MotorSpeed(left=100, right=100), MotorSpeed(left=[84], right=[90]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{46.97314786911011: (Robot(position=Point(x=521.0, y=556.0), angle=1.4494443754361699), MotorSpeed(left=100, right=100), MotorSpeed(left=[95], right=[93]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{47.13330054283142: (Robot(position=Point(x=526.0, y=557.0), angle=1.4016950945066045), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[97], right=[102]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{47.28821420669556: (Robot(position=Point(x=529.5, y=557.5), angle=1.4254864076779912), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-25], right=[52]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{47.42927360534668: (Robot(position=Point(x=531.0, y=557.0), angle=1.4494443754361699), MotorSpeed(left=100, right=100), MotorSpeed(left=[-15], right=[66]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{47.55746626853943: (Robot(position=Point(x=532.0, y=556.5), angle=1.5106280664609502), MotorSpeed(left=100, right=100), MotorSpeed(left=[59], right=[119]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{47.689146518707275: (Robot(position=Point(x=538.5, y=557.5), angle=1.5220545152829716), MotorSpeed(left=100, right=100), MotorSpeed(left=[83], right=[94]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{47.822707176208496: (Robot(position=Point(x=543.0, y=557.5), angle=1.5106280664609502), MotorSpeed(left=100, right=100), MotorSpeed(left=[95], right=[83]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{47.95625710487366: (Robot(position=Point(x=549.5, y=558.5), angle=1.5220545152829716), MotorSpeed(left=100, right=100), MotorSpeed(left=[85], right=[104]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{48.09098815917969: (Robot(position=Point(x=553.0, y=557.5), angle=1.5106280664609502), MotorSpeed(left=100, right=100), MotorSpeed(left=[115], right=[97]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{48.241170167922974: (Robot(position=Point(x=559.0, y=559.5), angle=1.5106280664609502), MotorSpeed(left=100, right=100), MotorSpeed(left=[96], right=[103]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{48.38266110420227: (Robot(position=Point(x=565.5, y=560.0), angle=1.5346675733731816), MotorSpeed(left=100, right=100), MotorSpeed(left=[96], right=[96]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{48.52426075935364: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[2], right=[73]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{48.64609360694885: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[0], right=[40]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{48.771098136901855: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-34], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{48.8941171169281: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-41], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{49.02051901817322: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-47], right=[54]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{49.15373945236206: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-50], right=[69]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{49.283851623535156: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-48], right=[66]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{49.440454721450806: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-48], right=[53]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{49.60151171684265: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-46], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{49.736974239349365: (Robot(position=Point(x=571.0, y=560.5), angle=1.5106280664609502), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-53], right=[59]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{49.89023280143738: (Robot(position=Point(x=581.5, y=551.5), angle=1.9601131300138066), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-51], right=[62]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{50.039693117141724: (Robot(position=Point(x=582.0, y=551.0), angle=2.013170562188489), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-48], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{50.18766665458679: (Robot(position=Point(x=578.5, y=549.0), angle=2.0290964464353154), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-49], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{50.32555270195007: (Robot(position=Point(x=580.5, y=548.5), angle=2.098870835702283), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-52], right=[46]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{50.44457459449768: (Robot(position=Point(x=579.0, y=547.0), angle=2.1521764616178105), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-46], right=[53]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{50.61119294166565: (Robot(position=Point(x=579.0, y=546.0), angle=2.223642907540662), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-52], right=[59]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
